Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,age,TotalMnt,Education_2n Cycle,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Absurd,Marital_Status_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Marital_Status_YOLO,index,cluster
59184.0,0,1,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,3,11,0,60,1072,True,False,False,False,False,False,False,False,False,False,False,True,False,1183,0
54809.0,1,1,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,3,11,0,44,174,False,False,True,False,False,False,False,False,True,False,False,False,False,1184,2
58113.0,0,1,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,3,11,0,62,758,False,False,True,False,False,False,False,False,True,False,False,False,False,1185,1
51412.0,0,1,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,3,11,0,63,195,False,False,False,True,False,False,False,False,True,False,False,False,False,1186,2
15287.0,1,0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,3,11,1,42,31,False,False,True,False,False,False,False,True,False,False,False,False,False,1187,2
66636.0,0,0,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,3,11,0,64,1084,False,False,False,True,False,False,False,False,False,False,True,False,False,1188,1
50965.0,0,1,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,3,11,0,65,685,False,False,False,True,False,False,False,False,True,False,False,False,False,1189,1
84618.0,0,0,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,3,11,0,56,1672,False,False,False,False,True,False,False,False,True,False,False,False,False,1190,0
18351.0,0,0,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,3,11,0,31,43,False,False,True,False,False,False,False,False,True,False,False,False,False,1191,2
40451.0,0,2,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,3,11,0,64,49,False,False,False,False,True,False,False,False,False,False,True,False,False,1192,2
36317.0,0,1,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,3,11,0,56,133,False,False,True,False,False,False,False,False,False,False,True,False,False,1193,2
42213.0,0,1,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,3,11,0,64,363,False,False,True,False,False,False,False,False,False,False,True,False,False,1194,1
65748.0,0,1,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,3,11,0,66,545,False,False,True,False,False,False,False,False,False,False,True,False,False,1195,1
77044.0,0,1,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,3,11,0,49,1065,False,False,True,False,False,False,False,False,False,False,True,False,False,1196,0
74918.0,0,0,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,3,11,0,52,2047,False,False,True,False,False,False,False,False,False,False,True,False,False,1197,0
56721.0,1,1,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,3,11,0,49,296,False,False,True,False,False,False,False,False,True,False,False,False,False,1198,2
42160.0,1,1,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,3,11,1,46,140,False,False,True,False,False,False,False,False,False,True,False,False,False,1199,2
61559.0,0,1,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,3,11,0,56,530,False,False,True,False,False,False,False,False,False,True,False,False,False,1200,1
33629.0,1,1,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,3,11,0,58,152,False,False,False,False,True,False,False,False,False,False,True,False,False,1201,2
68682.0,0,0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,3,11,0,30,1598,False,False,False,False,True,False,False,False,False,False,True,False,False,1202,0
34377.0,0,1,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,3,11,0,58,114,False,False,True,False,False,False,False,False,False,True,False,False,False,1203,2
8940.0,1,0,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,3,11,0,35,101,False,True,False,False,False,False,False,False,False,True,False,False,False,1204,2
26228.0,1,0,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,3,11,0,48,25,False,False,True,False,False,False,False,False,True,False,False,False,False,1205,2
77297.0,0,0,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,3,11,0,64,789,True,False,False,False,False,False,False,True,False,False,False,False,False,1206,0
40211.0,1,1,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,3,11,0,40,87,False,False,True,False,False,False,False,False,True,False,False,False,False,1207,2
33438.0,1,1,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,3,11,0,63,90,False,False,False,False,True,False,False,False,False,False,False,True,False,1208,2
75032.0,0,1,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,3,11,0,62,1215,False,False,False,False,True,False,False,False,True,False,False,False,False,1209,1
61284.0,0,0,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,3,11,0,66,811,False,False,False,False,True,False,False,False,False,True,False,False,False,1210,1
22518.0,1,0,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,3,11,1,35,61,False,False,True,False,False,False,False,False,True,False,False,False,False,1211,2
54730.0,0,1,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,3,11,0,46,405,False,False,False,True,False,False,False,False,True,False,False,False,False,1212,1
38452.0,1,1,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,3,11,0,66,72,False,False,False,True,False,False,False,False,True,False,False,False,False,1213,2
44421.0,1,1,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,3,11,0,50,189,False,False,True,False,False,False,False,True,False,False,False,False,False,1214,2
38197.0,1,0,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,3,11,0,35,40,False,False,False,False,True,False,False,False,False,False,True,False,False,1215,2
41986.0,0,1,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,3,11,0,43,63,False,False,True,False,False,False,False,True,False,False,False,False,False,1216,2
28427.0,1,0,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,3,11,0,38,52,False,False,True,False,False,False,False,False,False,False,True,False,False,1217,2
37395.0,1,0,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,3,11,0,45,39,False,False,False,False,True,False,False,False,False,False,True,False,False,1218,2
64722.0,1,0,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,3,11,0,50,805,False,False,True,False,False,False,False,False,True,False,False,False,False,1219,1
55249.0,0,1,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,3,11,0,65,130,False,False,False,True,False,False,False,False,False,False,True,False,False,1220,2
84906.0,0,0,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,3,11,0,49,1631,False,False,True,False,False,False,False,False,False,False,True,False,False,1221,0
28691.0,1,0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,3,11,0,32,34,False,False,True,False,False,False,False,False,True,False,False,False,False,1222,2
44213.0,1,1,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,3,11,0,69,152,False,False,True,False,False,False,False,False,False,True,False,False,False,1223,2
25707.0,1,0,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,3,11,0,37,21,False,True,False,False,False,False,False,False,False,True,False,False,False,1224,2
59062.0,2,1,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,3,11,0,54,71,False,False,False,False,True,False,False,False,True,False,False,False,False,1225,2
76624.0,0,1,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,3,11,0,59,899,False,False,True,False,False,False,False,False,False,True,False,False,False,1226,0
66000.0,0,0,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,3,11,0,74,711,False,False,False,True,False,False,False,False,False,False,True,False,False,1227,1
27683.0,1,0,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,3,11,0,43,351,False,False,False,False,True,False,False,False,False,False,True,False,False,1228,2
1730.0,0,0,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,3,11,0,50,8,False,False,True,False,False,False,False,True,False,False,False,False,False,1229,2
7500.0,1,0,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,3,11,0,29,119,False,True,False,False,False,False,False,False,False,True,False,False,False,1230,2
40521.0,1,1,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,3,11,0,53,21,False,False,True,False,False,False,False,False,False,False,True,False,False,1231,2
20427.0,1,0,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,48,10,False,False,False,False,True,False,False,False,False,False,True,False,False,1232,2
65106.0,0,1,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,3,11,0,46,973,False,False,True,False,False,False,False,False,True,False,False,False,False,1233,1
69969.0,0,0,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,3,11,1,56,1536,False,False,False,False,True,False,False,False,True,False,False,False,False,1234,0
67433.0,0,2,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,3,11,0,69,992,False,False,True,False,False,False,False,False,True,False,False,False,False,1235,1
77766.0,0,1,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,3,11,1,54,1529,False,False,False,False,True,False,False,False,True,False,False,False,False,1236,0
74716.0,0,1,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,3,11,0,49,860,False,False,True,False,False,False,False,False,True,False,False,False,False,1237,0
68118.0,0,1,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,3,11,0,58,928,False,False,True,False,False,False,False,True,False,False,False,False,False,1238,1
55158.0,1,1,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,3,11,1,51,418,False,False,False,False,True,False,False,False,True,False,False,False,False,1239,1
62972.0,0,1,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,3,11,1,66,587,True,False,False,False,False,False,False,False,True,False,False,False,False,1240,1
74190.0,0,1,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,3,11,0,46,641,False,False,True,False,False,False,False,False,True,False,False,False,False,1241,0
39356.0,1,1,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,3,11,0,45,23,False,False,True,False,False,False,False,False,True,False,False,False,False,1242,2
76653.0,0,0,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,3,11,0,52,2279,False,False,True,False,False,False,False,False,False,False,True,False,False,1243,0
35860.0,1,1,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,3,11,0,48,49,False,False,False,False,True,False,False,True,False,False,False,False,False,1244,2
90687.0,0,0,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,3,11,1,38,1779,False,False,False,False,True,False,False,True,False,False,False,False,False,1245,0
73450.0,0,0,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,3,11,0,39,1804,False,False,False,True,False,False,False,False,False,False,True,False,False,1246,0
31454.0,1,1,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,3,11,0,61,48,False,False,True,False,False,False,False,False,True,False,False,False,False,1247,2
47139.0,1,1,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,3,11,1,69,83,False,False,True,False,False,False,False,False,False,True,False,False,False,1248,2
83829.0,0,0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,3,11,1,46,1862,False,False,True,False,False,False,False,True,False,False,False,False,False,1249,0
53378.0,1,1,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,3,11,1,58,793,False,False,False,False,True,False,False,False,True,False,False,False,False,1250,1
19656.0,1,0,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,3,11,0,51,84,False,False,True,False,False,False,False,False,False,False,True,False,False,1251,2
45579.0,0,1,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,3,11,0,73,183,False,False,False,False,True,False,False,False,True,False,False,False,False,1252,2
85485.0,0,0,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,3,11,0,63,1383,True,False,False,False,False,False,False,False,False,True,False,False,False,1253,0
55956.0,0,0,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,3,11,0,77,999,False,False,True,False,False,False,False,False,True,False,False,False,False,1254,1
64191.0,0,1,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,3,11,0,58,825,False,False,False,True,False,False,False,False,False,True,False,False,False,1255,1
38808.0,1,0,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,3,11,1,49,246,False,False,True,False,False,False,False,False,False,True,False,False,False,1256,2
57183.0,1,1,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,3,11,0,55,610,False,False,False,True,False,False,False,False,True,False,False,False,False,1257,1
23748.0,1,0,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,3,11,0,53,76,False,False,False,True,False,False,False,True,False,False,False,False,False,1258,2
66303.0,0,1,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,3,11,0,50,1286,False,False,True,False,False,False,False,False,True,False,False,False,False,1259,1
37368.0,1,0,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,3,11,0,46,30,False,False,False,True,False,False,False,False,True,False,False,False,False,1260,2
40800.0,1,2,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,3,11,0,57,99,False,False,True,False,False,False,False,False,True,False,False,False,False,1261,2
71847.0,0,0,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,3,11,0,43,1192,False,False,True,False,False,False,False,True,False,False,False,False,False,1262,0
46149.0,0,1,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,3,11,0,46,362,False,False,True,False,False,False,False,False,True,False,False,False,False,1263,2
78687.0,0,0,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,3,11,1,38,2130,False,False,True,False,False,False,False,False,False,False,True,False,False,1264,0
49118.0,0,0,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,3,11,1,50,1229,True,False,False,False,False,False,False,True,False,False,False,False,False,1265,0
37633.0,1,1,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,3,11,0,64,38,False,False,False,False,True,False,False,False,True,False,False,False,False,1266,2
39767.0,0,0,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,3,11,0,70,485,False,False,False,True,False,False,False,False,False,False,True,False,False,1267,1
26997.0,0,0,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,3,11,0,70,434,False,True,False,False,False,False,False,False,True,False,False,False,False,1268,2
33986.0,1,0,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,3,11,0,51,44,False,False,True,False,False,False,False,True,False,False,False,False,False,1269,2
57091.0,0,1,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,3,11,1,49,496,False,False,False,False,True,False,False,False,True,False,False,False,False,1270,1
46831.0,1,1,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,3,11,0,52,78,True,False,False,False,False,False,False,False,True,False,False,False,False,1271,2
83151.0,0,0,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,3,11,1,49,2346,False,False,False,True,False,False,False,False,True,False,False,False,False,1272,0
52531.0,0,0,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,3,11,0,50,794,False,False,True,False,False,False,False,False,True,False,False,False,False,1273,0
15759.0,0,0,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,65,17,False,False,True,False,False,False,False,False,True,False,False,False,False,1274,2
22804.0,1,0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,3,11,0,50,26,False,False,True,False,False,False,False,False,False,True,False,False,False,1275,2
43050.0,1,0,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,3,11,0,48,76,True,False,False,False,False,False,False,False,True,False,False,False,False,1276,2
42997.0,1,1,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,3,11,0,44,15,False,False,False,False,True,False,False,False,False,True,False,False,False,1277,2
48918.0,1,1,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,3,11,0,58,62,False,False,False,False,True,False,False,False,False,True,False,False,False,1278,2
60033.0,0,1,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,3,11,0,67,198,False,False,False,True,False,False,False,False,False,False,True,False,False,1279,1
34043.0,1,0,97,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,3,11,0,43,49,False,False,False,False,True,False,False,False,False,False,True,False,False,1280,2
57811.0,0,1,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,3,11,0,55,802,False,False,True,False,False,False,False,False,False,False,True,False,False,1281,1
78569.0,0,0,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,0,3,11,1,75,1736,False,False,True,False,False,False,False,False,True,False,False,False,False,1282,0
7500.0,1,1,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,3,11,0,43,57,False,False,True,False,False,False,False,False,False,True,False,False,False,1283,2
157733.0,1,0,37,39,1,9,2,0,8,0,1,0,1,1,0,0,0,0,0,0,3,11,0,50,59,False,False,False,True,False,False,False,False,False,False,True,False,False,1284,2
94384.0,0,0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,3,11,1,68,2302,False,False,True,False,False,False,False,False,False,False,True,False,False,1285,0
23148.0,0,0,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,3,11,0,36,37,True,False,False,False,False,False,False,False,True,False,False,False,False,1286,2
44267.0,1,1,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,3,11,0,51,310,False,False,True,False,False,False,False,True,False,False,False,False,False,1287,2
71626.0,0,0,94,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,0,3,11,0,42,1305,False,False,True,False,False,False,False,False,True,False,False,False,False,1288,0
60894.0,0,1,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,3,11,0,55,832,False,False,True,False,False,False,False,False,False,False,True,False,False,1289,1
50200.0,1,1,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,3,11,0,45,401,False,False,True,False,False,False,False,False,False,False,True,False,False,1290,2
81051.0,0,0,43,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0,3,11,0,56,1501,False,False,False,False,True,False,False,False,True,False,False,False,False,1291,0
65169.0,0,0,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,0,3,11,1,39,1189,False,False,True,False,False,False,False,False,True,False,False,False,False,1292,0
59868.0,0,1,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,3,11,0,49,1194,False,False,True,False,False,False,False,False,False,False,True,False,False,1293,1
65695.0,0,1,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,3,11,0,61,656,False,False,False,False,True,False,False,False,True,False,False,False,False,1294,1
64857.0,0,0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,3,11,0,65,1540,False,False,False,True,False,False,False,False,False,True,False,False,False,1295,0
45143.0,0,1,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,3,11,0,56,311,False,False,False,True,False,False,False,False,False,False,True,False,False,1296,1
74805.0,0,1,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,3,11,0,66,820,True,False,False,False,False,False,False,False,False,False,True,False,False,1297,0
59060.0,1,0,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,3,11,0,32,274,True,False,False,False,False,False,False,False,True,False,False,False,False,1298,2
27238.0,1,1,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,3,11,0,59,57,False,False,False,False,True,False,False,False,False,True,False,False,False,1299,2
47009.0,0,1,89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,3,11,0,56,448,False,False,True,False,False,False,False,False,False,False,True,False,False,1300,1
46094.0,1,1,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,3,11,0,48,44,True,False,False,False,False,False,False,False,True,False,False,False,False,1301,2
40321.0,1,1,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,3,11,0,49,102,False,False,True,False,False,False,False,False,True,False,False,False,False,1302,2
37235.0,1,0,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,3,11,0,37,61,False,False,True,False,False,False,False,False,False,False,True,False,False,1303,2
81843.0,0,0,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,3,11,0,61,1643,False,False,False,True,False,False,False,False,True,False,False,False,False,1304,0
46692.0,0,1,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,3,11,0,63,397,False,False,False,True,False,False,False,False,False,False,True,False,False,1305,1
77382.0,0,1,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,3,11,0,53,1121,False,False,True,False,False,False,False,False,False,False,True,False,False,1306,0
37774.0,2,0,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,3,11,1,44,473,False,False,True,False,False,False,False,False,False,True,False,False,False,1307,2
18393.0,1,0,2,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,3,11,0,47,50,False,True,False,False,False,False,False,False,True,False,False,False,False,1308,2
72828.0,0,1,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,3,11,0,59,1678,False,False,False,True,False,False,False,False,True,False,False,False,False,1309,1
24711.0,0,0,86,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,0,3,11,0,39,58,False,False,True,False,False,False,False,False,True,False,False,False,False,1310,2
45503.0,1,0,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,3,11,0,46,170,False,False,False,False,True,False,False,False,True,False,False,False,False,1311,2
6560.0,0,0,2,67,11,26,4,3,262,0,1,0,1,17,0,0,0,0,0,0,3,11,0,39,373,False,False,False,True,False,False,False,False,False,True,False,False,False,1312,2
71604.0,0,0,3,345,53,528,98,75,97,1,8,3,5,4,1,0,0,0,0,0,3,11,1,76,1196,False,False,False,False,True,False,False,False,False,False,True,False,False,1313,0
27244.0,1,0,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,3,11,0,42,101,False,False,True,False,False,False,False,False,True,False,False,False,False,1314,2
48752.0,1,1,8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,0,3,11,1,52,316,False,False,True,False,False,False,False,False,True,False,False,False,False,1315,2
71434.0,0,1,4,711,36,217,172,96,168,3,7,4,7,4,0,1,0,1,0,0,3,11,0,59,1400,False,False,True,False,False,False,False,False,True,False,False,False,False,1316,0
90842.0,0,0,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,3,11,0,73,1424,False,False,True,False,False,False,False,False,False,True,False,False,False,1317,0
88097.0,1,0,24,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,0,3,11,1,43,844,False,False,False,True,False,False,False,False,True,False,False,False,False,1318,0
51948.0,0,1,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,3,11,0,46,311,False,False,True,False,False,False,False,False,True,False,False,False,False,1319,2
71853.0,0,0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,3,11,0,39,1149,False,False,True,False,False,False,False,False,False,False,True,False,False,1320,0
35876.0,0,0,13,66,2,40,4,3,14,1,3,1,3,6,0,0,0,0,0,0,3,11,0,38,129,False,False,False,True,False,False,False,False,True,False,False,False,False,1321,2
40049.0,0,1,23,13,6,7,0,3,3,1,1,0,3,6,0,0,0,0,0,0,3,11,0,69,32,False,False,True,False,False,False,False,False,False,False,False,True,False,1322,2
39660.0,1,0,36,139,13,78,20,13,36,3,7,1,3,9,0,0,0,0,0,0,3,11,1,39,299,False,False,True,False,False,False,False,False,False,True,False,False,False,1323,2
50127.0,0,1,88,274,0,21,4,6,15,1,5,1,6,6,0,1,0,0,0,0,3,11,0,59,320,False,False,True,False,False,False,False,False,False,False,True,False,False,1324,1
43263.0,0,1,2,262,6,61,0,10,102,3,5,2,6,5,0,0,0,0,0,0,3,11,0,44,441,False,False,False,True,False,False,False,False,True,False,False,False,False,1325,1
62845.0,1,1,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,3,11,1,72,1178,False,False,False,True,False,False,False,False,True,False,False,False,False,1326,1
18929.0,0,0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,3,11,0,31,85,False,False,True,False,False,False,False,False,True,False,False,False,False,1327,2
24367.0,1,0,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,3,11,0,39,24,False,True,False,False,False,False,False,False,False,True,False,False,False,1328,2
33249.0,1,0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,3,11,0,46,112,False,False,True,False,False,False,False,False,False,True,False,False,False,1329,2
26887.0,0,1,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,3,11,0,62,30,True,False,False,False,False,False,False,False,True,False,False,False,False,1330,2
50150.0,0,0,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,3,11,0,38,410,False,False,False,False,True,False,False,False,True,False,False,False,False,1331,1
62061.0,0,1,12,641,7,84,0,30,38,3,10,4,7,6,0,1,0,0,0,0,3,11,0,45,800,False,False,True,False,False,False,False,False,False,False,True,False,False,1332,1
85696.0,0,0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,3,11,1,59,1313,False,False,False,False,True,False,False,True,False,False,False,False,False,1333,0
76542.0,0,0,91,794,73,573,0,29,14,1,4,8,10,2,0,0,0,0,0,0,3,11,0,65,1483,False,False,False,False,True,False,False,False,False,False,True,False,False,1334,0
70515.0,0,0,12,420,0,452,182,64,140,1,6,6,4,2,0,0,0,0,0,0,3,11,1,28,1258,False,False,True,False,False,False,False,False,False,True,False,False,False,1335,0
18227.0,1,0,21,1,2,7,4,3,11,1,0,1,2,8,0,0,0,0,0,0,3,11,0,34,28,False,False,True,False,False,False,False,False,False,False,True,False,False,1336,2
69139.0,0,1,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,3,11,0,56,227,False,False,True,False,False,False,False,False,True,False,False,False,False,1337,2
69109.0,0,0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,3,11,1,39,1555,False,False,True,False,False,False,False,False,True,False,False,False,False,1338,0
69627.0,0,1,35,231,161,215,171,30,53,2,8,2,11,5,0,0,0,0,0,0,3,11,0,59,861,False,False,True,False,False,False,False,False,False,True,False,False,False,1339,0
38136.0,1,0,69,8,15,27,0,20,33,2,3,1,2,8,1,0,0,0,0,0,3,11,0,43,103,False,False,True,False,False,False,False,False,True,False,False,False,False,1340,2
